DATE;HOUR;MINUTE;AVG;MIN;MAX;HH;H;L;LL;MEASURE
20160125;23;;143;;;;;;;Rh/h
20160126;0;;143.01;;;;;;;Rh/h
20160126;1;;142.94;;;;;;;Rh/h
20160126;2;;143.16;;;;;;;Rh/h
20160126;3;;143.04;;;;;;;Rh/h
20160126;4;;143.01;;;;;;;Rh/h
20160126;5;;143.05;;;;;;;Rh/h
20160126;6;;143.07;;;;;;;Rh/h
20160126;7;;143.09;;;;;;;Rh/h
20160126;8;;143.1;;;;;;;Rh/h
20160126;9;;143.03;;;;;;;Rh/h
20160126;10;;143.09;;;;;;;Rh/h
20160126;11;;143.01;;;;;;;Rh/h
20160126;12;;143.05;;;;;;;Rh/h
20160126;13;;143.01;;;;;;;Rh/h
20160126;14;;143.1;;;;;;;Rh/h
20160126;15;;143.06;;;;;;;Rh/h
20160126;16;;143;;;;;;;Rh/h
20160126;17;;143.08;;;;;;;Rh/h
20160126;18;;143.01;;;;;;;Rh/h
20160126;19;;143.08;;;;;;;Rh/h
20160126;20;;142.98;;;;;;;Rh/h
20160126;21;;143.03;;;;;;;Rh/h
20160126;22;;143.01;;;;;;;Rh/h
20160126;23;;143.07;;;;;;;Rh/h
20160127;0;;142.93;;;;;;;Rh/h
20160127;1;;143.06;;;;;;;Rh/h
20160127;2;;143.06;;;;;;;Rh/h
20160127;3;;143.03;;;;;;;Rh/h
20160127;4;;143.03;;;;;;;Rh/h
20160127;5;;142.98;;;;;;;Rh/h
20160127;6;;142.97;;;;;;;Rh/h
20160127;7;;143.09;;;;;;;Rh/h
20160127;8;;143.08;;;;;;;Rh/h
20160127;9;;143.05;;;;;;;Rh/h
20160127;10;;142.98;;;;;;;Rh/h
20160127;11;;143.11;;;;;;;Rh/h
20160127;12;;143.02;;;;;;;Rh/h
20160127;13;;143.03;;;;;;;Rh/h
20160127;14;;143.12;;;;;;;Rh/h
20160127;15;;143.09;;;;;;;Rh/h
20160127;16;;143.19;;;;;;;Rh/h
20160127;17;;143.02;;;;;;;Rh/h
20160127;18;;143.15;;;;;;;Rh/h
20160127;19;;143.09;;;;;;;Rh/h
20160127;20;;143.15;;;;;;;Rh/h
20160127;21;;143.09;;;;;;;Rh/h
20160127;22;;143.09;;;;;;;Rh/h
20160127;23;;143.11;;;;;;;Rh/h
20160128;0;;143.07;;;;;;;Rh/h
20160128;1;;143.04;;;;;;;Rh/h
20160128;2;;143.09;;;;;;;Rh/h
20160128;3;;143.14;;;;;;;Rh/h
20160128;4;;143.08;;;;;;;Rh/h
20160128;5;;143.05;;;;;;;Rh/h
20160128;6;;143;;;;;;;Rh/h
20160128;7;;143.08;;;;;;;Rh/h
20160128;8;;143.07;;;;;;;Rh/h
20160128;9;;142.99;;;;;;;Rh/h
20160128;10;;143.12;;;;;;;Rh/h
20160128;11;;143.23;;;;;;;Rh/h
20160128;12;;143.36;;;;;;;Rh/h
20160128;13;;143.14;;;;;;;Rh/h
20160128;14;;143.18;;;;;;;Rh/h
20160128;15;;143.15;;;;;;;Rh/h
20160128;16;;143.13;;;;;;;Rh/h
20160128;17;;143.14;;;;;;;Rh/h
20160128;18;;143.06;;;;;;;Rh/h
20160128;19;;143.13;;;;;;;Rh/h
20160128;20;;143.13;;;;;;;Rh/h
20160128;21;;143.06;;;;;;;Rh/h
20160128;22;;143.02;;;;;;;Rh/h
20160128;23;;142.94;;;;;;;Rh/h
20160129;0;;143.11;;;;;;;Rh/h
20160129;1;;143.23;;;;;;;Rh/h
20160129;2;;143.04;;;;;;;Rh/h
20160129;3;;143.07;;;;;;;Rh/h
20160129;4;;143.1;;;;;;;Rh/h
20160129;5;;143.09;;;;;;;Rh/h
20160129;6;;143.04;;;;;;;Rh/h
20160129;7;;143.1;;;;;;;Rh/h
20160129;8;;143.12;;;;;;;Rh/h
20160129;9;;143.01;;;;;;;Rh/h
20160129;10;;143.19;;;;;;;Rh/h
20160129;11;;143.03;;;;;;;Rh/h
20160129;12;;143.02;;;;;;;Rh/h
20160129;13;;142.94;;;;;;;Rh/h
20160129;14;;143;;;;;;;Rh/h
20160129;15;;143.06;;;;;;;Rh/h
20160129;16;;143;;;;;;;Rh/h
20160129;17;;143.11;;;;;;;Rh/h
20160129;18;;143.09;;;;;;;Rh/h
20160129;19;;143.05;;;;;;;Rh/h
20160129;20;;143.18;;;;;;;Rh/h
20160129;21;;142.99;;;;;;;Rh/h
20160129;22;;143.08;;;;;;;Rh/h
20160129;23;;143.1;;;;;;;Rh/h
20160130;0;;143.02;;;;;;;Rh/h
20160130;1;;143.1;;;;;;;Rh/h
20160130;2;;143.12;;;;;;;Rh/h
20160130;3;;143.04;;;;;;;Rh/h
20160130;4;;143.09;;;;;;;Rh/h
20160130;5;;143.09;;;;;;;Rh/h
20160130;6;;143.05;;;;;;;Rh/h
20160130;7;;143.01;;;;;;;Rh/h
20160130;8;;143.07;;;;;;;Rh/h
20160130;9;;143.09;;;;;;;Rh/h
20160130;10;;143.04;;;;;;;Rh/h
20160130;11;;143.08;;;;;;;Rh/h
20160130;12;;143.08;;;;;;;Rh/h
20160130;13;;143.14;;;;;;;Rh/h
20160130;14;;142.96;;;;;;;Rh/h
20160130;15;;143.06;;;;;;;Rh/h
20160130;16;;143.1;;;;;;;Rh/h
20160130;17;;143.07;;;;;;;Rh/h
20160130;18;;143.06;;;;;;;Rh/h
20160130;19;;143.02;;;;;;;Rh/h
20160130;20;;143.05;;;;;;;Rh/h
20160130;21;;142.97;;;;;;;Rh/h
20160130;22;;143.09;;;;;;;Rh/h
20160130;23;;143.13;;;;;;;Rh/h
20160131;0;;143.01;;;;;;;Rh/h
20160131;1;;143.14;;;;;;;Rh/h
20160131;2;;143.14;;;;;;;Rh/h
20160131;3;;143.08;;;;;;;Rh/h
20160131;4;;143.23;;;;;;;Rh/h
20160131;5;;143.16;;;;;;;Rh/h
20160131;6;;143.07;;;;;;;Rh/h
20160131;7;;143.11;;;;;;;Rh/h
20160131;8;;142.99;;;;;;;Rh/h
20160131;9;;143.16;;;;;;;Rh/h
20160131;10;;143.18;;;;;;;Rh/h
20160131;11;;143.08;;;;;;;Rh/h
20160131;12;;143.03;;;;;;;Rh/h
20160131;13;;142.95;;;;;;;Rh/h
20160131;14;;143.1;;;;;;;Rh/h
20160131;15;;143.04;;;;;;;Rh/h
20160131;16;;143.06;;;;;;;Rh/h
20160131;17;;143.03;;;;;;;Rh/h
20160131;18;;143.12;;;;;;;Rh/h
20160131;19;;143.26;;;;;;;Rh/h
20160131;20;;143.38;;;;;;;Rh/h
20160131;21;;143.06;;;;;;;Rh/h
20160131;22;;143.22;;;;;;;Rh/h
20160131;23;;143.07;;;;;;;Rh/h
